,ad_creative_bodies,ad_creative_link_descriptions,bylines,ad_creative_link_titles,ad_creative_link_captions,demographic_distribution,page_name,page_id,id,estimated_audience_size.lower_bound,estimated_audience_size.upper_bound,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound
1202,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1203,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1204,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1205,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1206,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1207,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1208,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1209,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1210,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1211,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1212,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1213,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1214,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1215,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1216,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1217,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1218,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1219,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1220,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1221,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1222,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1223,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1224,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1225,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1226,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
1227,"['Connecticut Dairy farmers understand the importance of thoughtful, yet vigorous work to increase sustainability on the farm. Watch and learn how two local farms are tackling climate change with soil management practices. 🌱']",,,"[""Learn more and get a Guida's $1 off coupon""]",['ctdairy.org'],,New England Dairy,350547317884,530012755391066,100001,500000,0,999,0,99
